TYPE	FLUENT	DISFLUENT
8: Synonym Correction	भारत या क्षेत्रात सहकार्यासाठी तत्पर आहे.	भारत या क्षेत्रात सहकार्यासाठी तयार नाही म्हणजे तत्पर आहे.
8: Synonym Correction	मात्र इथे मुख्यमंत्री फार कमी येतात. आले तर छोटे खाते घेतात.	मात्र इथे मुख्यमंत्री फार कमी येतात. आले तर छोटे विभाग म्हणजे खाते घेतात.
8: Synonym Correction	ते असे स्थान असावे जिथे आधुनिक सुविधा उपलब्ध असतील.	ते असे घर नाही म्हणजे स्थान असावे जिथे आधुनिक सुविधा उपलब्ध असतील.
8: Synonym Correction	आणि मी हा मुद्दा उपस्थित केला.	आणि मी हा बाब नाही म्हणजे मुद्दा उपस्थित केला.
8: Synonym Correction	हे पथक पूरग्रस्तांसाठी आवश्यक त्या उपाययोजना करून शाश्वत उपाय शोधेल.	हे पथक पूरग्रस्तांसाठी आवश्यक त्या उपाययोजना करून शाश्वत उपचार म्हणजे उपाय शोधेल.
8: Synonym Correction	या कामासाठी मी प्रशासनाला आणि इथल्या जागरूक नागरिकांचे मनापासून खूप अभिनंदन करतो.	या कामासाठी मी प्रशासनाला आणि इथल्या सावध म्हणजे मला म्हणायचंय जागरूक नागरिकांचे मनापासून खूप अभिनंदन करतो.
8: Synonym Correction	तिकडे शेजारी, वेगळा दृष्टीकोन.	तिथे म्हणजे मला म्हणायचंय तिकडे शेजारी, वेगळा दृष्टीकोन.
8: Synonym Correction	काही लोकांना ८० रुपये पेन्शन मिळत होती.	काही लोकांना ८० रुपये निवृत्तीवेतन  पेन्शन मिळत होती.
8: Synonym Correction	जर ती निर्माण झाली, तर आपल्याकडे प्रचंड क्षमता आहे.	जर ती निर्माण झाली, तर आपल्याकडे आतोनात म्हणजे प्रचंड क्षमता आहे.
8: Synonym Correction	गंगेच्या किनाऱ्यावर असे कोणतेही गाव नसेल जे कुठल्याही नागरी सेवेतील व्यक्तीशी निगडित नसेल.	गंगेच्या किनाऱ्यावर असे कोणतेही गाव नसेल जे कुठल्याही नागरी सेवेतील व्यक्तीशी संबंधित म्हणजे निगडित नसेल.
8: Synonym Correction	दीप पेटवला तर अंधःकार दूर होईल, होईलच होईल.	दिवा म्हणजे मला म्हणायचंय दीप पेटवला तर अंधःकार दूर होईल, होईलच होईल.
8: Synonym Correction	अंमली पदार्थांचा वाढता व्यापार ही आमच्यासाठी मोठीच समस्या बनली आहे, याचा वारंवार पुनरूच्चार केला आहे.	अंमली पदार्थांचा वाढता व्यापार ही आमच्यासाठी मोठीच समस्या बनली आहे, याचा पुन्हा पुन्हा म्हणजे वारंवार पुनरूच्चार केला आहे.
8: Synonym Correction	भारताला पुढे घेऊन जाण्यासाठी याचा काही उपयोग होऊ शकतो का?	भारताला पुढे घेऊन जाण्यासाठी याचा काही वापर म्हणजे उपयोग होऊ शकतो का?
8: Synonym Correction	इतक्या सकाळी सकाळी एवढा मोठा जनसमुदाय!	इतक्या सकाळी सकाळी इतका  एवढा मोठा जनसमुदाय!
8: Synonym Correction	मात्र स्वातंत्र्यासाठी प्राणांची आहुती देणाऱ्यांची कमतरता नव्हती.	मात्र स्वातंत्र्यासाठी प्राणांची हवी म्हणजे आहुती देणाऱ्यांची कमतरता नव्हती.
8: Synonym Correction	याखेरीज गेल्यावर्षीही दोन्ही देशांनी आपले संबंध सखोल केले होते.	याखेरीज गेल्यावर्षीही दोन्ही देशांनी आपले संबंध अथांग  सखोल केले होते.
8: Synonym Correction	पहिल्यांदा एक स्त्री सव्वाशे कोटी देशवासीयांच्या सुरक्षेचा भार सांभाळत आहे.	पहिल्यांदा एक स्त्री सव्वाशे कोटी देशवासीयांच्या सुरक्षेचा ओझे म्हणजे मला म्हणायचंय भार सांभाळत आहे.
8: Synonym Correction	आपल्या देशात वर्षानुवर्षे काही ना काही कारणामुळे काही नियम राहिले नाहीत.	आपल्या देशात वर्षानुवर्षे काही ना काही कारणामुळे काही सिद्धांत नाही म्हणजे नियम राहिले नाहीत.
8: Synonym Correction	मी गरीबांमधली श्रीमंती पाहिली आहे.	मी गरीबांमधली संपन्नता नाही म्हणजे श्रीमंती पाहिली आहे.
8: Synonym Correction	पण आम्ही त्याठिकाणी अशी व्यवस्था विकसित करु की, त्याला काहीही अडचण होणार नाही.	पण आम्ही त्याठिकाणी अशी व्यवस्था विकसित करु की, त्याला काहीही अडथळा  अडचण होणार नाही.
10: Fluent Sentences with Redpl	आणि कधी कधी प्रश्न पैशाचा नसतो, आत्मसन्मानाचा असतो.	आणि कधी कधी प्रश्न पैशाचा नसतो, आत्मसन्मानाचा असतो.
10: Fluent Sentences with Redpl	त्यांच्या छोट्या छोट्या स्पर्धाही सुरु असतात.	त्यांच्या छोट्या छोट्या स्पर्धाही सुरु असतात.
10: Fluent Sentences with Redpl	या युवकांना माझ्या खूप खूप शुभेच्छा!	या युवकांना माझ्या खूप खूप शुभेच्छा!
10: Fluent Sentences with Redpl	अशावेळी बैल त्या खुंट्याभोवतीच गोल गोल फिरत असतो.	अशावेळी बैल त्या खुंट्याभोवतीच गोल गोल फिरत असतो.
10: Fluent Sentences with Redpl	चलनातून नोटा रद्दबातल करण्याची प्रक्रिया यशस्वी करण्यासाठी ज्यांनी ज्यांनी योगदान दिले त्या सर्वांचे पंतप्रधानांनी यावेळी आभार मानले.	चलनातून नोटा रद्दबातल करण्याची प्रक्रिया यशस्वी करण्यासाठी ज्यांनी ज्यांनी योगदान दिले त्या सर्वांचे पंतप्रधानांनी यावेळी आभार मानले.
10: Fluent Sentences with Redpl	आज नक्षल प्रभावित जिल्ह्यांची संख्या कमी कमी होत चालली आहे.	आज नक्षल प्रभावित जिल्ह्यांची संख्या कमी कमी होत चालली आहे.
10: Fluent Sentences with Redpl	तो कधी बिखरू देऊ नका, विसरू देऊ नका, तो सांभाळून ठेवा आणि पुन्हा पुन्हा आठवण्याचा प्रयत्न करा.	तो कधी बिखरू देऊ नका, विसरू देऊ नका, तो सांभाळून ठेवा आणि पुन्हा पुन्हा आठवण्याचा प्रयत्न करा.
10: Fluent Sentences with Redpl	करोडो करोडो संकल्प केले जावेत.	करोडो करोडो संकल्प केले जावेत.
10: Fluent Sentences with Redpl	नवी नवी उंची गाठत आहेत.	नवी नवी उंची गाठत आहेत.
10: Fluent Sentences with Redpl	आपल्या आपल्या परीने सर्वांनी योगदान दिले आहे.	आपल्या आपल्या परीने सर्वांनी योगदान दिले आहे.
10: Fluent Sentences with Redpl	कधी कधी त्यांच्यावर दया दाखविली जाते.	कधी कधी त्यांच्यावर दया दाखविली जाते.
10: Fluent Sentences with Redpl	शांती, एकता आणि बंधुभाव हाच योग्य मार्ग आणि आणि विकासाच्या वाटेवर चालताना खांद्याला खांदा लावून चालायचं आहे.	शांती, एकता आणि बंधुभाव हाच योग्य मार्ग आणि आणि विकासाच्या वाटेवर चालताना खांद्याला खांदा लावून चालायचं आहे.
10: Fluent Sentences with Redpl	यामध्ये त्या त्या राष्ट्रांचे सार्वभौमत्व अबाधित रहावे, त्यांच्या अंतर्गत व्यवहारांमध्ये दखल दिली जावू नये, असाही विचार आहे.	यामध्ये त्या त्या राष्ट्रांचे सार्वभौमत्व अबाधित रहावे, त्यांच्या अंतर्गत व्यवहारांमध्ये दखल दिली जावू नये, असाही विचार आहे.
10: Fluent Sentences with Redpl	त्यांच्याशी बोलून कधी कधी नव्या गोष्टी आपल्याला कळतात, शिकायला मिळतात.	त्यांच्याशी बोलून कधी कधी नव्या गोष्टी आपल्याला कळतात, शिकायला मिळतात.
10: Fluent Sentences with Redpl	या केंद्राची यजमान संस्था म्हणून आय आय टी मद्रास कार्यरत राहणार आहे.	या केंद्राची यजमान संस्था म्हणून आय आय टी मद्रास कार्यरत राहणार आहे.
10: Fluent Sentences with Redpl	व्यवस्थापन आणि या क्षेत्राशी संबंधित विषयांवर उत्तम दर्जाचे शिक्षण देणारी सर्वोत्कृष्ट संस्था म्हणून आय. आय. एम.	व्यवस्थापन आणि या क्षेत्राशी संबंधित विषयांवर उत्तम दर्जाचे शिक्षण देणारी सर्वोत्कृष्ट संस्था म्हणून आय. आय. एम.
10: Fluent Sentences with Redpl	सूचना पाठवल्या जात आहेत आणि लहान लहान पदांसाठी मुलाखतीची अट ठेवू नये या निर्णयाची आता जवळजवळ अंमलबजावणी होणार आहे.	सूचना पाठवल्या जात आहेत आणि लहान लहान पदांसाठी मुलाखतीची अट ठेवू नये या निर्णयाची आता जवळजवळ अंमलबजावणी होणार आहे.
10: Fluent Sentences with Redpl	मात्र, त्यातही सहा सहा महिने निघून जात.	मात्र, त्यातही सहा सहा महिने निघून जात.
10: Fluent Sentences with Redpl	यामुळे ब्रिक्सच्या भागिदारीमध्ये त्या त्या देशांतील लोकांचाही सहभाग होणार आहे.	यामुळे ब्रिक्सच्या भागिदारीमध्ये त्या त्या देशांतील लोकांचाही सहभाग होणार आहे.
10: Fluent Sentences with Redpl	नवीन काही नसते, मात्र तरीही त्यांचे पुन्हा पुन्हा स्मरण करणे खूप उपयोगी पडते.	नवीन काही नसते, मात्र तरीही त्यांचे पुन्हा पुन्हा स्मरण करणे खूप उपयोगी पडते.
11: Normal Fluent Sentences	या उपक्रमाबद्दल पंतप्रधानांनी ट्विटच्या मालिकेद्वारे माहिती दिली.	या उपक्रमाबद्दल पंतप्रधानांनी ट्विटच्या मालिकेद्वारे माहिती दिली.
11: Normal Fluent Sentences	चौथ्या औद्योगिक क्रांतीमध्ये सर्वसमावेशक वृद्धी आणि समृद्धीसाठी सामायिक सहयोग.	चौथ्या औद्योगिक क्रांतीमध्ये सर्वसमावेशक वृद्धी आणि समृद्धीसाठी सामायिक सहयोग.
11: Normal Fluent Sentences	आम्ही संघाच्या या महत्वपूर्ण भूमिकेला आमचा पाठिंबा देतो.	आम्ही संघाच्या या महत्वपूर्ण भूमिकेला आमचा पाठिंबा देतो.
11: Normal Fluent Sentences	यातूनच पैशाच्या देवघेवीचा भ्रष्टाचार होणार नाही.	यातूनच पैशाच्या देवघेवीचा भ्रष्टाचार होणार नाही.
11: Normal Fluent Sentences	यामध्ये चीन आणि रशिया यांनी महत्वपूर्ण भूमिका बजावली आहे.	यामध्ये चीन आणि रशिया यांनी महत्वपूर्ण भूमिका बजावली आहे.
11: Normal Fluent Sentences	त्यामध्ये विकसनशील देशांचे प्रतिनिधित्व वाढवण्याची आवश्यकता आहे, हे जाणून आम्ही ही गरज पूर्ण करतो.	त्यामध्ये विकसनशील देशांचे प्रतिनिधित्व वाढवण्याची आवश्यकता आहे, हे जाणून आम्ही ही गरज पूर्ण करतो.
11: Normal Fluent Sentences	जागतिक आव्हानांना हे देश चांगल्या पद्धतीने तोंड देवू शकतात.	जागतिक आव्हानांना हे देश चांगल्या पद्धतीने तोंड देवू शकतात.
11: Normal Fluent Sentences	त्यांना मजबूत केल्यानंतर विकासाचा अश्व वेगाने धावणार आहे, अशी खात्री आम्हाला आहे.	त्यांना मजबूत केल्यानंतर विकासाचा अश्व वेगाने धावणार आहे, अशी खात्री आम्हाला आहे.
11: Normal Fluent Sentences	याचा विचार करून ब्रिक्स सदस्य देशातल्या राज्यांनाही जागतिक सुरक्षा नियमावली लावण्याची आवश्यकता निर्माण झाली आहे.	याचा विचार करून ब्रिक्स सदस्य देशातल्या राज्यांनाही जागतिक सुरक्षा नियमावली लावण्याची आवश्यकता निर्माण झाली आहे.
11: Normal Fluent Sentences	यासाठी ब्रिक्स एक पथदर्शी नियमावली केली असून तिचा व्यवहारामध्ये कसा वापर करता येवू शकेल, याचा विचार केला आहे.	यासाठी ब्रिक्स एक पथदर्शी नियमावली केली असून तिचा व्यवहारामध्ये कसा वापर करता येवू शकेल, याचा विचार केला आहे.
11: Normal Fluent Sentences	शाश्वत विकास कार्य तीन मितीमध्ये चालणार आहे.	शाश्वत विकास कार्य तीन मितीमध्ये चालणार आहे.
11: Normal Fluent Sentences	त्यामध्ये आर्थिक, सामाजिक आणि पर्यावरण या तीन मितींचा विचार केला जाणार आहे.	त्यामध्ये आर्थिक, सामाजिक आणि पर्यावरण या तीन मितींचा विचार केला जाणार आहे.
11: Normal Fluent Sentences	संयुक्त राष्ट्राच्या मध्यवर्ती भूमिकेचा समतोल साधण्यासाठी पाठिंबा देण्याचे महत्वपूर्ण कार्य करण्यात येणार आहे.	संयुक्त राष्ट्राच्या मध्यवर्ती भूमिकेचा समतोल साधण्यासाठी पाठिंबा देण्याचे महत्वपूर्ण कार्य करण्यात येणार आहे.
11: Normal Fluent Sentences	यासाठी संयुक्त राष्ट्राच्या भूमिकेला आम्ही पाठिंबा देत असल्याची प्रतिज्ञा करीत आहोत.	यासाठी संयुक्त राष्ट्राच्या भूमिकेला आम्ही पाठिंबा देत असल्याची प्रतिज्ञा करीत आहोत.
11: Normal Fluent Sentences	यामध्ये शाश्वत विकास उच्च स्तरीय राजकीय संघाला आमचे सर्वतोपरी सहकार्य असणार आहे.	यामध्ये शाश्वत विकास उच्च स्तरीय राजकीय संघाला आमचे सर्वतोपरी सहकार्य असणार आहे.
11: Normal Fluent Sentences	हा संघ दारिद्र्य निर्मूलनासाठी समन्वय आणि अवलोकनाचे कार्य करणार आहे.	हा संघ दारिद्र्य निर्मूलनासाठी समन्वय आणि अवलोकनाचे कार्य करणार आहे.
11: Normal Fluent Sentences	अशा संयुक्त, एकत्रित मोहिमेमुळे दहशतवादी कारवाया थंड होतील, त्यांना आर्थिक पाठबळ मिळू शकणार नाही, गैरकृत्ये, हिंसक कारवाया करण्यासाठी म्हणून केली जाणारी विशेष भर्ती होवू शकणार नाही.	अशा संयुक्त, एकत्रित मोहिमेमुळे दहशतवादी कारवाया थंड होतील, त्यांना आर्थिक पाठबळ मिळू शकणार नाही, गैरकृत्ये, हिंसक कारवाया करण्यासाठी म्हणून केली जाणारी विशेष भर्ती होवू शकणार नाही.
11: Normal Fluent Sentences	या संघाच्या माध्यमातून सदस्य देशांना मदत दिली जाणार आहे.	या संघाच्या माध्यमातून सदस्य देशांना मदत दिली जाणार आहे.
11: Normal Fluent Sentences	तसेच संयुक्त राष्ट्राच्यावतीने अधिकृत विकास मदत देवून संबंधित कार्य नियमित वेळेत पूर्ण करण्याची जबाबदारी घेतली जाणार आहे.	तसेच संयुक्त राष्ट्राच्यावतीने अधिकृत विकास मदत देवून संबंधित कार्य नियमित वेळेत पूर्ण करण्याची जबाबदारी घेतली जाणार आहे.
11: Normal Fluent Sentences	यासाठी कौशल्यावर भर देण्यात येणार आहे.	यासाठी कौशल्यावर भर देण्यात येणार आहे.
11: Normal Fluent Sentences	जागतिक ऊर्जा उपलब्धता, ऊर्जा सुरक्षा, परवडणारी वीज, कमीत कमी प्रदूषण करणारी ऊर्जा, त्याचबरोबर पर्यावरणाचे संवर्धन यांचाही विचार करण्यात येत आहे.	जागतिक ऊर्जा उपलब्धता, ऊर्जा सुरक्षा, परवडणारी वीज, कमीत कमी प्रदूषण करणारी ऊर्जा, त्याचबरोबर पर्यावरणाचे संवर्धन यांचाही विचार करण्यात येत आहे.
11: Normal Fluent Sentences	यामध्ये नवीकरणीय ऊर्जा, कमीत कमी कार्बन उत्सर्जित करणारी ऊर्जा वापरण्यावर भर देण्यात येणार आहे.	यामध्ये नवीकरणीय ऊर्जा, कमीत कमी कार्बन उत्सर्जित करणारी ऊर्जा वापरण्यावर भर देण्यात येणार आहे.
11: Normal Fluent Sentences	ऊर्जा आणि यासंबंधीच्या उद्योगाची बाजारपेठ ब्रिक्स सदस्य देशांतर्गत विकसित करण्यावर भर देण्यात येणार आहे.	ऊर्जा आणि यासंबंधीच्या उद्योगाची बाजारपेठ ब्रिक्स सदस्य देशांतर्गत विकसित करण्यावर भर देण्यात येणार आहे.
11: Normal Fluent Sentences	अशा प्रकारचे प्रयत्न ब्रिक्सच्या सदस्य राष्ट्रांना मदतपूर्ण ठरतील.	अशा प्रकारचे प्रयत्न ब्रिक्सच्या सदस्य राष्ट्रांना मदतपूर्ण ठरतील.
11: Normal Fluent Sentences	त्यानुसार या देशांमध्ये ऊर्जा निर्मिती, वितरण आणि यासंबंधित सर्व उद्योग अधिक विकसित होवू शकतील.	त्यानुसार या देशांमध्ये ऊर्जा निर्मिती, वितरण आणि यासंबंधित सर्व उद्योग अधिक विकसित होवू शकतील.
11: Normal Fluent Sentences	या व्यासपीठाच्या माध्यमातून ऊर्जा उद्योगातील ब्रिक्सच्या देशांनी कशा प्रकारे कार्य केले पाहिजे, याची सातत्याने चर्चा होवू शकणार आहे.	या व्यासपीठाच्या माध्यमातून ऊर्जा उद्योगातील ब्रिक्सच्या देशांनी कशा प्रकारे कार्य केले पाहिजे, याची सातत्याने चर्चा होवू शकणार आहे.
11: Normal Fluent Sentences	आम्ही मूलभूत संशोधनाच्या कामाला महत्व आणि प्रोत्साहन देतो.	आम्ही मूलभूत संशोधनाच्या कामाला महत्व आणि प्रोत्साहन देतो.
11: Normal Fluent Sentences	जागतिक स्तरावर शाश्वत विकास व्हावा आणि स्पर्धात्मक वातावरणामध्ये टिकून राहता आले पाहिजे, याचा विचार करून कृषी क्षेत्रामध्ये ब्रिक्स देशांमध्ये सहकारी तत्वावर संशोधनाचे जाळे विणले गेले पाहिजे.	जागतिक स्तरावर शाश्वत विकास व्हावा आणि स्पर्धात्मक वातावरणामध्ये टिकून राहता आले पाहिजे, याचा विचार करून कृषी क्षेत्रामध्ये ब्रिक्स देशांमध्ये सहकारी तत्वावर संशोधनाचे जाळे विणले गेले पाहिजे.
11: Normal Fluent Sentences	या समुहातल्या देशांनी अन्नधान्य आणि कृषी उत्पादनाची संयुक्त जबाबदारी घेतली पाहिजे.	या समुहातल्या देशांनी अन्नधान्य आणि कृषी उत्पादनाची संयुक्त जबाबदारी घेतली पाहिजे.
11: Normal Fluent Sentences	शाश्वत उपभोग आणि उत्पादन संदर्भामध्ये ब्रिक्सच्या आर्थिक परिपत्रकानुसार सदस्य देशांमध्ये सहाकार्य वृद्धिंगत करण्यात येणार आहे.	शाश्वत उपभोग आणि उत्पादन संदर्भामध्ये ब्रिक्सच्या आर्थिक परिपत्रकानुसार सदस्य देशांमध्ये सहाकार्य वृद्धिंगत करण्यात येणार आहे.
11: Normal Fluent Sentences	यानुसार घन कचरा निर्मिती कशा पद्धतीने कमी करता येईल तसेच आर्थिक विकासाचे लक्ष्य साध्य करण्यासाठी हातभार कसा लावता येईल आणि नवीन रोजगार निर्मिती कशी होवू शकेल, यासाठी सदस्य देशांनी सहकार्य करण्याचा निर्णय घेतला आहे.	यानुसार घन कचरा निर्मिती कशा पद्धतीने कमी करता येईल तसेच आर्थिक विकासाचे लक्ष्य साध्य करण्यासाठी हातभार कसा लावता येईल आणि नवीन रोजगार निर्मिती कशी होवू शकेल, यासाठी सदस्य देशांनी सहकार्य करण्याचा निर्णय घेतला आहे.
11: Normal Fluent Sentences	यामध्ये पर्यावरण स्नेही तंत्रज्ञान मंच स्थापन करण्यात आला आहे.	यामध्ये पर्यावरण स्नेही तंत्रज्ञान मंच स्थापन करण्यात आला आहे.
11: Normal Fluent Sentences	यामार्फत नद्या स्वच्छ करण्याची मोहीम राबवली जात आहे.	यामार्फत नद्या स्वच्छ करण्याची मोहीम राबवली जात आहे.
11: Normal Fluent Sentences	नागरी पर्यावरण शाश्वत विकास कार्यक्रमामध्ये नद्यांचे पुनरूज्जीवन करण्यात येत आहे.	नागरी पर्यावरण शाश्वत विकास कार्यक्रमामध्ये नद्यांचे पुनरूज्जीवन करण्यात येत आहे.
11: Normal Fluent Sentences	दुष्काळाच्या काळात पाण्याची उपलब्धता व्हावी आणि अतिवृष्टी झाल्यानंतर जी महापुराची परिस्थिती निर्माण होते, त्यावेळी संरक्षण मिळावे, यासाठी सहकार्य करण्यात येणार आहे.	दुष्काळाच्या काळात पाण्याची उपलब्धता व्हावी आणि अतिवृष्टी झाल्यानंतर जी महापुराची परिस्थिती निर्माण होते, त्यावेळी संरक्षण मिळावे, यासाठी सहकार्य करण्यात येणार आहे.
11: Normal Fluent Sentences	एकूणच ब्रिक्स सदस्य देशांमध्ये दुष्काळ व्यवस्थापन, पाणी पुरवठा, जल निःस्सारण, पाणी आणि हवामान, जल प्रदूषण नियंत्रण, नद्या आणि तलाव, कालवे यांचे संवर्धन, पुनरूज्जीवन करणे, पाण्याच्या स्त्रोतांचे व्यवस्थापन करणे, यासाठी सहकार्य करण्यात येणार आहे.	एकूणच ब्रिक्स सदस्य देशांमध्ये दुष्काळ व्यवस्थापन, पाणी पुरवठा, जल निःस्सारण, पाणी आणि हवामान, जल प्रदूषण नियंत्रण, नद्या आणि तलाव, कालवे यांचे संवर्धन, पुनरूज्जीवन करणे, पाण्याच्या स्त्रोतांचे व्यवस्थापन करणे, यासाठी सहकार्य करण्यात येणार आहे.
11: Normal Fluent Sentences	या आराखड्याला आम्ही मान्यता देतो आणि त्यानुसार या क्षेत्रामध्ये व्यापक सहकार्य करण्यात येईल, अशी ग्वाही देतो.	या आराखड्याला आम्ही मान्यता देतो आणि त्यानुसार या क्षेत्रामध्ये व्यापक सहकार्य करण्यात येईल, अशी ग्वाही देतो.
11: Normal Fluent Sentences	जैवविविधतेशी संबंधित आंतरराष्ट्रीय अधिवेशनांमध्ये सहकार्य वृद्धिंगत करण्यात येणार आहे.	जैवविविधतेशी संबंधित आंतरराष्ट्रीय अधिवेशनांमध्ये सहकार्य वृद्धिंगत करण्यात येणार आहे.
11: Normal Fluent Sentences	जैविक संसाधनांचे लाभ वितरणामध्ये समानता आणण्यासाठी प्रयत्न करण्यात येणार आहे.	जैविक संसाधनांचे लाभ वितरणामध्ये समानता आणण्यासाठी प्रयत्न करण्यात येणार आहे.
11: Normal Fluent Sentences	त्यामुळे सागरी अर्थशास्त्राकडे आम्ही वेगवेगळ्या दृष्टिकोनातून पाहतो.	त्यामुळे सागरी अर्थशास्त्राकडे आम्ही वेगवेगळ्या दृष्टिकोनातून पाहतो.
11: Normal Fluent Sentences	यामध्ये अनेक क्षेत्रांचा समावेश आहे.	यामध्ये अनेक क्षेत्रांचा समावेश आहे.
11: Normal Fluent Sentences	सागरी वाहतूक, जहाज बांधणी, ऑफशोअर तेल उत्खनन आणि तेलसाठे शोधणे, मत्स्यपालन, सागरी जैवविविधता, बंदर विकास, संशोधन आणि तंत्रज्ञान, सागरी स्त्रोतांचा शाश्वत विकास, वापर आणि संवर्धन करणे, सागरी पर्यटन, वित्तीय आणि विमा सुरक्षा सेवा, त्याचबरोबर सागरी औद्योगिक क्षेत्र विकसित करणे.	सागरी वाहतूक, जहाज बांधणी, ऑफशोअर तेल उत्खनन आणि तेलसाठे शोधणे, मत्स्यपालन, सागरी जैवविविधता, बंदर विकास, संशोधन आणि तंत्रज्ञान, सागरी स्त्रोतांचा शाश्वत विकास, वापर आणि संवर्धन करणे, सागरी पर्यटन, वित्तीय आणि विमा सुरक्षा सेवा, त्याचबरोबर सागरी औद्योगिक क्षेत्र विकसित करणे.
11: Normal Fluent Sentences	या उद्योगांमध्ये सहकार्य करण्यात येणार आहे.	या उद्योगांमध्ये सहकार्य करण्यात येणार आहे.
11: Normal Fluent Sentences	लोकसंख्येच्या वयाची रचनाही बदलत आहे, त्यामुळे नवीन आव्हाने निर्माण होत आहेत.	लोकसंख्येच्या वयाची रचनाही बदलत आहे, त्यामुळे नवीन आव्हाने निर्माण होत आहेत.
11: Normal Fluent Sentences	संयुक्त राष्ट्र संघाने निश्चित केलेल्या मार्गदर्शक तत्वानुसार सर्व प्रकारच्या दहशतवादावर आंतरराष्ट्रीय कायद्याच्या आधारे कायदेशीर कारवाई केली जावी, या ब्रिक्स सदस्य देशांच्या मागणीचे आम्ही समर्थन करतो.	संयुक्त राष्ट्र संघाने निश्चित केलेल्या मार्गदर्शक तत्वानुसार सर्व प्रकारच्या दहशतवादावर आंतरराष्ट्रीय कायद्याच्या आधारे कायदेशीर कारवाई केली जावी, या ब्रिक्स सदस्य देशांच्या मागणीचे आम्ही समर्थन करतो.
11: Normal Fluent Sentences	दहशतवादाच्या विरोधामध्ये सर्वांनी एकत्रित येण्याचा आग्रह करून आवश्यक आणि प्रभावी कारवाई केली जावी, अशी विनंती आम्ही करतो.	दहशतवादाच्या विरोधामध्ये सर्वांनी एकत्रित येण्याचा आग्रह करून आवश्यक आणि प्रभावी कारवाई केली जावी, अशी विनंती आम्ही करतो.
11: Normal Fluent Sentences	दहशतवादी कारवायांना आर्थिक पाठबळ पुरवत असलेल्या देशांवरही कडक कारवाई केली जावी, अशीही मागणी आमची आहे.	दहशतवादी कारवायांना आर्थिक पाठबळ पुरवत असलेल्या देशांवरही कडक कारवाई केली जावी, अशीही मागणी आमची आहे.
11: Normal Fluent Sentences	दहशतवादाविरोधात आता आंतरराष्ट्रीय कायद्याची लढाई लढण्याचीही गरज आहे.	दहशतवादाविरोधात आता आंतरराष्ट्रीय कायद्याची लढाई लढण्याचीही गरज आहे.
11: Normal Fluent Sentences	संयुक्त राष्ट्राने दहशतवादाविरोधात जी ठाम पावले उचलण्यासाठी सूचना दिल्या आहेत, त्यांचे पालन करण्यासाठी आम्ही कटिबद्ध आहोत.	संयुक्त राष्ट्राने दहशतवादाविरोधात जी ठाम पावले उचलण्यासाठी सूचना दिल्या आहेत, त्यांचे पालन करण्यासाठी आम्ही कटिबद्ध आहोत.
11: Normal Fluent Sentences	संयुक्त राष्ट्राच्या सर्वसाधारण सभेमध्ये आंतरराष्ट्रीय दहशतवादाच्या विरोधामध्ये ज्या उपाय योजना सुचवण्यात आल्या आहेत, त्यांची प्रभावी आणि तातडीने अंमलबजावणी करण्यात यावी, अशी विनंती आमची आहे.	संयुक्त राष्ट्राच्या सर्वसाधारण सभेमध्ये आंतरराष्ट्रीय दहशतवादाच्या विरोधामध्ये ज्या उपाय योजना सुचवण्यात आल्या आहेत, त्यांची प्रभावी आणि तातडीने अंमलबजावणी करण्यात यावी, अशी विनंती आमची आहे.
